ApplicationId,ApplicantName,DateOfBirth,Gender,AadhaarNumber,Mobile,Email,PresentAddress,PermanentAddress,Division,SubDivision,PoliceStation,PassportType,ApplicationPriority,TravelPurpose,TravelCountry,ApplicationStatus,AssignedConstable,FieldVisitCompleted,CriminalRecord,FirLinked,CourtCasePending,LookoutNotice,RejectionReason,OfficerRemarks,VerificationDate
PV-2026-CHI-0328,"Sunil Iyengar",1979-08-01,Male,XXXX-XXXX-4173,9842605351,sunil.iyengar32@example.com,"#115, Main Road, Chikkaballapura","#115, Main Road, Chikkaballapura",Bengaluru,Chikkaballapura,Bagepalli PS,Fresh,URGENT,"Work Visa (USA)",United States of America,VERIFIED,"PC Anand Kumar T. (KSP-CON-7104)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-CHI-0329,"Raghavendra Nayak",1995-10-04,Male,XXXX-XXXX-4210,9842613270,raghavendra.nayak33@example.com,"#130, Main Road, Chikkaballapura","#130, Main Road, Chikkaballapura",Bengaluru,Chikkaballapura,Chikkaballapur Town PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"PC Shivakumar N. (KSP-CON-6721)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-CHI-0330,"Sachin Choudhury",1969-12-07,Male,XXXX-XXXX-4247,9842621189,sachin.choudhury34@example.com,"#145, Main Road, Chikkaballapura","#145, Main Road, Chikkaballapura",Bengaluru,Chikkaballapura,Gauribidanur PS,Renewal,NORMAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"WHC Savitha D. (KSP-CON-3310)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-CHI-0331,"Rahul Shetty",1985-02-10,Male,XXXX-XXXX-4284,9842629108,rahul.shetty35@example.com,"#160, Main Road, Chikkaballapura","#160, Main Road, Chikkaballapura",Bengaluru,Chikkaballapura,Sidlaghatta PS,Tatkal,TATKAL,"Tourism",France,VERIFIED,"HC Mallikarjun K. (KSP-CON-1678)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-CHI-0332,"Girish Kumar",2001-04-13,Male,XXXX-XXXX-4321,9842637027,girish.kumar36@example.com,"#175, Main Road, Chikkaballapura","#175, Main Road, Chikkaballapura",Bengaluru,Chikkaballapura,Bagepalli PS,Fresh,NORMAL,"Tourism",Australia,VERIFIED,"HC Raghavendra P. (KSP-CON-2987)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-CHI-0333,"Sunil Iyengar",1975-06-16,Male,XXXX-XXXX-4358,9842644946,sunil.iyengar37@example.com,"#190, Main Road, Chikkaballapura","#190, Main Road, Chikkaballapura",Bengaluru,Chikkaballapura,Chikkaballapur Town PS,Renewal,NORMAL,"Family Visit",Japan,PENDING,"PC Ningappa H. (KSP-CON-8032)",false,false,,false,false,,,
PV-2026-CHI-0334,"Raghavendra Nayak",1991-08-19,Male,XXXX-XXXX-4395,9842652865,raghavendra.nayak38@example.com,"#205, Main Road, Chikkaballapura","#205, Main Road, Chikkaballapura",Bengaluru,Chikkaballapura,Gauribidanur PS,Fresh,NORMAL,"Work Visa (USA)",United States of America,PENDING,"WHC Renuka B. (KSP-CON-3891)",false,false,,false,false,,,
PV-2026-CHI-0335,"Sachin Choudhury",1965-10-22,Male,XXXX-XXXX-4432,9842660784,sachin.choudhury39@example.com,"#220, Main Road, Chikkaballapura","#220, Main Road, Chikkaballapura",Bengaluru,Chikkaballapura,Sidlaghatta PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,PENDING,"WPC Geetha R. (KSP-CON-4902)",false,false,,false,false,,,
PV-2026-CHI-0336,"Rahul Shetty",1981-12-25,Male,XXXX-XXXX-4469,9842668703,rahul.shetty40@example.com,"#235, Main Road, Chikkaballapura","#235, Main Road, Chikkaballapura",Bengaluru,Chikkaballapura,Bagepalli PS,Renewal,NORMAL,"Employment (Gulf)",United Arab Emirates,FIELD_VISIT_DONE,"HC Manjunatha S. (KSP-CON-2044)",true,false,,false,false,,,
PV-2026-CHI-0337,"Girish Kumar",1997-02-28,Male,XXXX-XXXX-4506,9842676622,girish.kumar41@example.com,"#250, Main Road, Chikkaballapura","#250, Main Road, Chikkaballapura",Bengaluru,Chikkaballapura,Chikkaballapur Town PS,Fresh,NORMAL,"Tourism",France,FIELD_VISIT_DONE,"PC Praveen Gowda (KSP-CON-5120)",true,false,,false,false,,,
PV-2026-CHI-0338,"Sunil Iyengar",1971-04-03,Male,XXXX-XXXX-4543,9842684541,sunil.iyengar42@example.com,"#265, Main Road, Chikkaballapura","#265, Main Road, Chikkaballapura",Bengaluru,Chikkaballapura,Gauribidanur PS,Tatkal,TATKAL,"Tourism",Australia,PENDING,"PC Chethan V. (KSP-CON-6245)",false,false,,false,false,,,
PV-2026-CHI-0339,"Raghavendra Nayak",1987-06-06,Male,XXXX-XXXX-4580,9842692460,raghavendra.nayak43@example.com,"#280, Main Road, Chikkaballapura","#280, Main Road, Chikkaballapura",Bengaluru,Chikkaballapura,Sidlaghatta PS,Renewal,URGENT,"Family Visit",Japan,FLAGGED,"PC Venkatesh G. (KSP-CON-5512)",true,true,FIR-2025-440/CHI,true,false,,"FLAGGED TO SPECIAL BRANCH / CID: Linked to FIR-2025-440/CHI. Case pending in jurisdictional court.",2026-06-15T11:20:00
PV-2026-CHI-0340,"Sachin Choudhury",2003-08-09,Male,XXXX-XXXX-4617,9842700379,sachin.choudhury44@example.com,"#295, Main Road, Chikkaballapura","#295, Main Road, Chikkaballapura",Bengaluru,Chikkaballapura,Bagepalli PS,Fresh,NORMAL,"Work Visa (USA)",United States of America,REJECTED,"HC Basavaraj M. (KSP-CON-1890)",true,false,,false,false,"Adverse report: Ongoing criminal investigation and FIR pending","Application rejected by Police Sub-Inspector. Reason: Adverse report: Ongoing criminal investigation and FIR pending",2026-05-10T16:00:00
PV-2026-CHI-0341,"Venkatesh Rao",2001-06-08,Male,XXXX-XXXX-4654,9842708298,venkatesh.rao45@example.com,"#10, Main Road, Chitradurga","#10, Main Road, Chitradurga",Bengaluru,Chitradurga,Chitradurga Town PS,Tatkal,TATKAL,"Tourism",France,VERIFIED,"HC Mallikarjun K. (KSP-CON-1678)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-CHI-0342,"Suresh Shekhar",1975-08-11,Male,XXXX-XXXX-4691,9842716217,suresh.shekhar46@example.com,"#25, Main Road, Chitradurga","#25, Main Road, Chitradurga",Bengaluru,Chitradurga,Challakere PS,Fresh,NORMAL,"Tourism",Australia,VERIFIED,"HC Raghavendra P. (KSP-CON-2987)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-CHI-0343,"Vijay Joshi",1991-10-14,Male,XXXX-XXXX-4728,9842724136,vijay.joshi47@example.com,"#40, Main Road, Chitradurga","#40, Main Road, Chitradurga",Bengaluru,Chitradurga,Hiriyur PS,Fresh,NORMAL,"Family Visit",Japan,VERIFIED,"PC Ningappa H. (KSP-CON-8032)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-CHI-0344,"Sanjay Pillai",1965-12-17,Male,XXXX-XXXX-4765,9842732055,sanjay.pillai48@example.com,"#55, Main Road, Chitradurga","#55, Main Road, Chitradurga",Bengaluru,Chitradurga,Holalkere PS,Renewal,NORMAL,"Work Visa (USA)",United States of America,VERIFIED,"WHC Renuka B. (KSP-CON-3891)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-CHI-0345,"Deepak Gowda",1981-02-20,Male,XXXX-XXXX-4802,9842739974,deepak.gowda49@example.com,"#70, Main Road, Chitradurga","#70, Main Road, Chitradurga",Bengaluru,Chitradurga,Chitradurga Town PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"WPC Geetha R. (KSP-CON-4902)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-CHI-0346,"Venkatesh Rao",1997-04-23,Male,XXXX-XXXX-4839,9842747893,venkatesh.rao50@example.com,"#85, Main Road, Chitradurga","#85, Main Road, Chitradurga",Bengaluru,Chitradurga,Challakere PS,Tatkal,TATKAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"HC Manjunatha S. (KSP-CON-2044)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-CHI-0347,"Suresh Shekhar",1971-06-26,Male,XXXX-XXXX-4876,9842755812,suresh.shekhar51@example.com,"#100, Main Road, Chitradurga","#100, Main Road, Chitradurga",Bengaluru,Chitradurga,Hiriyur PS,Renewal,NORMAL,"Tourism",France,VERIFIED,"PC Praveen Gowda (KSP-CON-5120)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-CHI-0348,"Vijay Joshi",1987-08-01,Male,XXXX-XXXX-4913,9842763731,vijay.joshi52@example.com,"#115, Main Road, Chitradurga","#115, Main Road, Chitradurga",Bengaluru,Chitradurga,Holalkere PS,Fresh,URGENT,"Tourism",Australia,VERIFIED,"PC Chethan V. (KSP-CON-6245)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-CHI-0349,"Sanjay Pillai",2003-10-04,Male,XXXX-XXXX-4950,9842771650,sanjay.pillai53@example.com,"#130, Main Road, Chitradurga","#130, Main Road, Chitradurga",Bengaluru,Chitradurga,Chitradurga Town PS,Fresh,NORMAL,"Family Visit",Japan,VERIFIED,"PC Venkatesh G. (KSP-CON-5512)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-CHI-0350,"Deepak Gowda",1977-12-07,Male,XXXX-XXXX-4987,9842779569,deepak.gowda54@example.com,"#145, Main Road, Chitradurga","#145, Main Road, Chitradurga",Bengaluru,Chitradurga,Challakere PS,Renewal,NORMAL,"Work Visa (USA)",United States of America,VERIFIED,"HC Basavaraj M. (KSP-CON-1890)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-CHI-0351,"Venkatesh Rao",1993-02-10,Male,XXXX-XXXX-5024,9842787488,venkatesh.rao55@example.com,"#160, Main Road, Chitradurga","#160, Main Road, Chitradurga",Bengaluru,Chitradurga,Hiriyur PS,Tatkal,TATKAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"HC Ramaiah B. (KSP-CON-4421)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-CHI-0352,"Suresh Shekhar",1967-04-13,Male,XXXX-XXXX-5061,9842795407,suresh.shekhar56@example.com,"#175, Main Road, Chitradurga","#175, Main Road, Chitradurga",Bengaluru,Chitradurga,Holalkere PS,Fresh,NORMAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"PC Suresh K. (KSP-CON-3189)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-CHI-0353,"Vijay Joshi",1983-06-16,Male,XXXX-XXXX-5098,9842803326,vijay.joshi57@example.com,"#190, Main Road, Chitradurga","#190, Main Road, Chitradurga",Bengaluru,Chitradurga,Chitradurga Town PS,Renewal,NORMAL,"Tourism",France,PENDING,"PC Anand Kumar T. (KSP-CON-7104)",false,false,,false,false,,,
PV-2026-CHI-0354,"Sanjay Pillai",1999-08-19,Male,XXXX-XXXX-5135,9842811245,sanjay.pillai58@example.com,"#205, Main Road, Chitradurga","#205, Main Road, Chitradurga",Bengaluru,Chitradurga,Challakere PS,Fresh,NORMAL,"Tourism",Australia,PENDING,"PC Shivakumar N. (KSP-CON-6721)",false,false,,false,false,,,
PV-2026-CHI-0355,"Deepak Gowda",1973-10-22,Male,XXXX-XXXX-5172,9842819164,deepak.gowda59@example.com,"#220, Main Road, Chitradurga","#220, Main Road, Chitradurga",Bengaluru,Chitradurga,Hiriyur PS,Fresh,NORMAL,"Family Visit",Japan,PENDING,"WHC Savitha D. (KSP-CON-3310)",false,false,,false,false,,,
PV-2026-CHI-0356,"Venkatesh Rao",1989-12-25,Male,XXXX-XXXX-5209,9842827083,venkatesh.rao60@example.com,"#235, Main Road, Chitradurga","#235, Main Road, Chitradurga",Bengaluru,Chitradurga,Holalkere PS,Renewal,NORMAL,"Work Visa (USA)",United States of America,FIELD_VISIT_DONE,"HC Mallikarjun K. (KSP-CON-1678)",true,false,,false,false,,,
PV-2026-CHI-0357,"Suresh Shekhar",2005-02-28,Male,XXXX-XXXX-5246,9842835002,suresh.shekhar61@example.com,"#250, Main Road, Chitradurga","#250, Main Road, Chitradurga",Bengaluru,Chitradurga,Chitradurga Town PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,FIELD_VISIT_DONE,"HC Raghavendra P. (KSP-CON-2987)",true,false,,false,false,,,
PV-2026-CHI-0358,"Vijay Joshi",1979-04-03,Male,XXXX-XXXX-5283,9842842921,vijay.joshi62@example.com,"#265, Main Road, Chitradurga","#265, Main Road, Chitradurga",Bengaluru,Chitradurga,Challakere PS,Tatkal,TATKAL,"Employment (Gulf)",United Arab Emirates,PENDING,"PC Ningappa H. (KSP-CON-8032)",false,false,,false,false,,,
PV-2026-CHI-0359,"Sanjay Pillai",1995-06-06,Male,XXXX-XXXX-5320,9842850840,sanjay.pillai63@example.com,"#280, Main Road, Chitradurga","#280, Main Road, Chitradurga",Bengaluru,Chitradurga,Hiriyur PS,Renewal,URGENT,"Tourism",France,FLAGGED,"WHC Renuka B. (KSP-CON-3891)",true,true,FIR-2025-460/CHI,true,false,,"FLAGGED TO SPECIAL BRANCH / CID: Linked to FIR-2025-460/CHI. Case pending in jurisdictional court.",2026-06-15T11:20:00
PV-2026-CHI-0360,"Deepak Gowda",1969-08-09,Male,XXXX-XXXX-5357,9842858759,deepak.gowda64@example.com,"#295, Main Road, Chitradurga","#295, Main Road, Chitradurga",Bengaluru,Chitradurga,Holalkere PS,Fresh,NORMAL,"Tourism",Australia,REJECTED,"WPC Geetha R. (KSP-CON-4902)",true,false,,false,false,"Address proof submitted found forged or non-verifiable","Application rejected by Police Sub-Inspector. Reason: Address proof submitted found forged or non-verifiable",2026-05-10T16:00:00
PV-2026-DAV-0361,"Rahul Verma",1967-06-08,Male,XXXX-XXXX-5394,9842866678,rahul.verma65@example.com,"#10, Main Road, Davanagere","#10, Main Road, Davanagere",Bengaluru,Davanagere,Vidyanagar PS,Tatkal,TATKAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"HC Ramaiah B. (KSP-CON-4421)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAV-0362,"Girish Bhat",1983-08-11,Male,XXXX-XXXX-5431,9842874597,girish.bhat66@example.com,"#25, Main Road, Davanagere","#25, Main Road, Davanagere",Bengaluru,Davanagere,KTJ Nagar PS,Fresh,NORMAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"PC Suresh K. (KSP-CON-3189)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAV-0363,"Sunil Das",1999-10-14,Male,XXXX-XXXX-5468,9842882516,sunil.das67@example.com,"#40, Main Road, Davanagere","#40, Main Road, Davanagere",Bengaluru,Davanagere,Harihar PS,Fresh,NORMAL,"Tourism",France,VERIFIED,"PC Anand Kumar T. (KSP-CON-7104)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAV-0364,"Raghavendra Nambiar",1973-12-17,Male,XXXX-XXXX-5505,9842890435,raghavendra.nambiar68@example.com,"#55, Main Road, Davanagere","#55, Main Road, Davanagere",Bengaluru,Davanagere,Honnali PS,Renewal,NORMAL,"Tourism",Australia,VERIFIED,"PC Shivakumar N. (KSP-CON-6721)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAV-0365,"Sachin Varma",1989-02-20,Male,XXXX-XXXX-5542,9842898354,sachin.varma69@example.com,"#70, Main Road, Davanagere","#70, Main Road, Davanagere",Bengaluru,Davanagere,Vidyanagar PS,Fresh,NORMAL,"Family Visit",Japan,VERIFIED,"WHC Savitha D. (KSP-CON-3310)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAV-0366,"Rahul Verma",2005-04-23,Male,XXXX-XXXX-5579,9842906273,rahul.verma70@example.com,"#85, Main Road, Davanagere","#85, Main Road, Davanagere",Bengaluru,Davanagere,KTJ Nagar PS,Tatkal,TATKAL,"Work Visa (USA)",United States of America,VERIFIED,"HC Mallikarjun K. (KSP-CON-1678)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAV-0367,"Girish Bhat",1979-06-26,Male,XXXX-XXXX-5616,9842914192,girish.bhat71@example.com,"#100, Main Road, Davanagere","#100, Main Road, Davanagere",Bengaluru,Davanagere,Harihar PS,Renewal,NORMAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"HC Raghavendra P. (KSP-CON-2987)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAV-0368,"Sunil Das",1995-08-01,Male,XXXX-XXXX-5653,9842922111,sunil.das72@example.com,"#115, Main Road, Davanagere","#115, Main Road, Davanagere",Bengaluru,Davanagere,Honnali PS,Fresh,URGENT,"Employment (Gulf)",United Arab Emirates,VERIFIED,"PC Ningappa H. (KSP-CON-8032)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAV-0369,"Raghavendra Nambiar",1969-10-04,Male,XXXX-XXXX-5690,9842930030,raghavendra.nambiar73@example.com,"#130, Main Road, Davanagere","#130, Main Road, Davanagere",Bengaluru,Davanagere,Vidyanagar PS,Fresh,NORMAL,"Tourism",France,VERIFIED,"WHC Renuka B. (KSP-CON-3891)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAV-0370,"Sachin Varma",1985-12-07,Male,XXXX-XXXX-5727,9842937949,sachin.varma74@example.com,"#145, Main Road, Davanagere","#145, Main Road, Davanagere",Bengaluru,Davanagere,KTJ Nagar PS,Renewal,NORMAL,"Tourism",Australia,VERIFIED,"WPC Geetha R. (KSP-CON-4902)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAV-0371,"Rahul Verma",2001-02-10,Male,XXXX-XXXX-5764,9842945868,rahul.verma75@example.com,"#160, Main Road, Davanagere","#160, Main Road, Davanagere",Bengaluru,Davanagere,Harihar PS,Tatkal,TATKAL,"Family Visit",Japan,VERIFIED,"HC Manjunatha S. (KSP-CON-2044)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAV-0372,"Girish Bhat",1975-04-13,Male,XXXX-XXXX-5801,9842953787,girish.bhat76@example.com,"#175, Main Road, Davanagere","#175, Main Road, Davanagere",Bengaluru,Davanagere,Honnali PS,Fresh,NORMAL,"Work Visa (USA)",United States of America,VERIFIED,"PC Praveen Gowda (KSP-CON-5120)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAV-0373,"Sunil Das",1991-06-16,Male,XXXX-XXXX-5838,9842961706,sunil.das77@example.com,"#190, Main Road, Davanagere","#190, Main Road, Davanagere",Bengaluru,Davanagere,Vidyanagar PS,Renewal,NORMAL,"Higher Studies (UK/Europe)",Germany,PENDING,"PC Chethan V. (KSP-CON-6245)",false,false,,false,false,,,
PV-2026-DAV-0374,"Raghavendra Nambiar",1965-08-19,Male,XXXX-XXXX-5875,9842969625,raghavendra.nambiar78@example.com,"#205, Main Road, Davanagere","#205, Main Road, Davanagere",Bengaluru,Davanagere,KTJ Nagar PS,Fresh,NORMAL,"Employment (Gulf)",United Arab Emirates,PENDING,"PC Venkatesh G. (KSP-CON-5512)",false,false,,false,false,,,
PV-2026-DAV-0375,"Sachin Varma",1981-10-22,Male,XXXX-XXXX-5912,9842977544,sachin.varma79@example.com,"#220, Main Road, Davanagere","#220, Main Road, Davanagere",Bengaluru,Davanagere,Harihar PS,Fresh,NORMAL,"Tourism",France,PENDING,"HC Basavaraj M. (KSP-CON-1890)",false,false,,false,false,,,
PV-2026-DAV-0376,"Rahul Verma",1997-12-25,Male,XXXX-XXXX-5949,9842985463,rahul.verma80@example.com,"#235, Main Road, Davanagere","#235, Main Road, Davanagere",Bengaluru,Davanagere,Honnali PS,Renewal,NORMAL,"Tourism",Australia,FIELD_VISIT_DONE,"HC Ramaiah B. (KSP-CON-4421)",true,false,,false,false,,,
PV-2026-DAV-0377,"Girish Bhat",1971-02-28,Male,XXXX-XXXX-5986,9842993382,girish.bhat81@example.com,"#250, Main Road, Davanagere","#250, Main Road, Davanagere",Bengaluru,Davanagere,Vidyanagar PS,Fresh,NORMAL,"Family Visit",Japan,FIELD_VISIT_DONE,"PC Suresh K. (KSP-CON-3189)",true,false,,false,false,,,
PV-2026-DAV-0378,"Sunil Das",1987-04-03,Male,XXXX-XXXX-6023,9843001301,sunil.das82@example.com,"#265, Main Road, Davanagere","#265, Main Road, Davanagere",Bengaluru,Davanagere,KTJ Nagar PS,Tatkal,TATKAL,"Work Visa (USA)",United States of America,PENDING,"PC Anand Kumar T. (KSP-CON-7104)",false,false,,false,false,,,
PV-2026-DAV-0379,"Raghavendra Nambiar",2003-06-06,Male,XXXX-XXXX-6060,9843009220,raghavendra.nambiar83@example.com,"#280, Main Road, Davanagere","#280, Main Road, Davanagere",Bengaluru,Davanagere,Harihar PS,Renewal,URGENT,"Higher Studies (UK/Europe)",Germany,FLAGGED,"PC Shivakumar N. (KSP-CON-6721)",true,true,FIR-2025-480/DAV,true,false,,"FLAGGED TO SPECIAL BRANCH / CID: Linked to FIR-2025-480/DAV. Case pending in jurisdictional court.",2026-06-15T11:20:00
PV-2026-DAV-0380,"Sachin Varma",1977-08-09,Male,XXXX-XXXX-6097,9843017139,sachin.varma84@example.com,"#295, Main Road, Davanagere","#295, Main Road, Davanagere",Bengaluru,Davanagere,Honnali PS,Fresh,NORMAL,"Employment (Gulf)",United Arab Emirates,REJECTED,"WHC Savitha D. (KSP-CON-3310)",true,false,,false,false,"Applicant failed to produce original documents during physical verification","Application rejected by Police Sub-Inspector. Reason: Applicant failed to produce original documents during physical verification",2026-05-10T16:00:00
PV-2026-KOL-0381,"Venkatesh Shetty",1975-06-08,Male,XXXX-XXXX-6134,9843025058,venkatesh.shetty85@example.com,"#10, Main Road, Kolar","#10, Main Road, Kolar",Bengaluru,Kolar,Kolar Town PS,Tatkal,TATKAL,"Family Visit",Japan,VERIFIED,"HC Manjunatha S. (KSP-CON-2044)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOL-0382,"Suresh Kumar",1991-08-11,Male,XXXX-XXXX-6171,9843032977,suresh.kumar86@example.com,"#25, Main Road, Kolar","#25, Main Road, Kolar",Bengaluru,Kolar,Mulbagal PS,Fresh,NORMAL,"Work Visa (USA)",United States of America,VERIFIED,"PC Praveen Gowda (KSP-CON-5120)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOL-0383,"Vijay Iyengar",1965-10-14,Male,XXXX-XXXX-6208,9843040896,vijay.iyengar87@example.com,"#40, Main Road, Kolar","#40, Main Road, Kolar",Bengaluru,Kolar,Srinivaspur PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"PC Chethan V. (KSP-CON-6245)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOL-0384,"Sanjay Nayak",1981-12-17,Male,XXXX-XXXX-6245,9843048815,sanjay.nayak88@example.com,"#55, Main Road, Kolar","#55, Main Road, Kolar",Bengaluru,Kolar,Bangarapet PS,Renewal,NORMAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"PC Venkatesh G. (KSP-CON-5512)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOL-0385,"Deepak Choudhury",1997-02-20,Male,XXXX-XXXX-6282,9843056734,deepak.choudhury89@example.com,"#70, Main Road, Kolar","#70, Main Road, Kolar",Bengaluru,Kolar,Kolar Town PS,Fresh,NORMAL,"Tourism",France,VERIFIED,"HC Basavaraj M. (KSP-CON-1890)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOL-0386,"Venkatesh Shetty",1971-04-23,Male,XXXX-XXXX-6319,9843064653,venkatesh.shetty90@example.com,"#85, Main Road, Kolar","#85, Main Road, Kolar",Bengaluru,Kolar,Mulbagal PS,Tatkal,TATKAL,"Tourism",Australia,VERIFIED,"HC Ramaiah B. (KSP-CON-4421)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOL-0387,"Suresh Kumar",1987-06-26,Male,XXXX-XXXX-6356,9843072572,suresh.kumar91@example.com,"#100, Main Road, Kolar","#100, Main Road, Kolar",Bengaluru,Kolar,Srinivaspur PS,Renewal,NORMAL,"Family Visit",Japan,VERIFIED,"PC Suresh K. (KSP-CON-3189)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOL-0388,"Vijay Iyengar",2003-08-01,Male,XXXX-XXXX-6393,9843080491,vijay.iyengar92@example.com,"#115, Main Road, Kolar","#115, Main Road, Kolar",Bengaluru,Kolar,Bangarapet PS,Fresh,URGENT,"Work Visa (USA)",United States of America,VERIFIED,"PC Anand Kumar T. (KSP-CON-7104)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
